model,audio,audio_path,naturalness,clarity,pronunciation,consistency
sarvam,tamil_20.wav,outputs\sarvam\Tamil\tamil_20.wav,4,4,4,4
sarvam,tamil_21.wav,outputs\sarvam\Tamil\tamil_21.wav,4,4,5,4
sarvam,tamil_22.wav,outputs\sarvam\Tamil\tamil_22.wav,3,4,5,4
sarvam,tamil_23.wav,outputs\sarvam\Tamil\tamil_23.wav,3,4,4,4
sarvam,tamil_24.wav,outputs\sarvam\Tamil\tamil_24.wav,4,4,3,4
sarvam,tamil_25.wav,outputs\sarvam\Tamil\tamil_25.wav,4,4,4,4
sarvam,tamil_26.wav,outputs\sarvam\Tamil\tamil_26.wav,4,4,4,4
sarvam,tamil_27.wav,outputs\sarvam\Tamil\tamil_27.wav,4,4,4,4
sarvam,tamil_28.wav,outputs\sarvam\Tamil\tamil_28.wav,3,4,4,4
sarvam,tamil_29.wav,outputs\sarvam\Tamil\tamil_29.wav,5,4,4,4
sarvam,tamil_30.wav,outputs\sarvam\Tamil\tamil_30.wav,5,4,5,4
sarvam,tamil_31.wav,outputs\sarvam\Tamil\tamil_31.wav,5,5,5,5
sarvam,tamil_32.wav,outputs\sarvam\Tamil\tamil_32.wav,5,5,5,5
sarvam,tamil_33.wav,outputs\sarvam\Tamil\tamil_33.wav,5,5,5,5
sarvam,tamil_34.wav,outputs\sarvam\Tamil\tamil_34.wav,5,5,5,5
sarvam,tamil_35.wav,outputs\sarvam\Tamil\tamil_35.wav,5,5,5,5
sarvam,tamil_36.wav,outputs\sarvam\Tamil\tamil_36.wav,4,5,5,5
sarvam,tamil_37.wav,outputs\sarvam\Tamil\tamil_37.wav,5,5,5,5
sarvam,tamil_38.wav,outputs\sarvam\Tamil\tamil_38.wav,5,5,5,5
sarvam,tamil_39.wav,outputs\sarvam\Tamil\tamil_39.wav,5,5,4,5
elevenlabs,tamil_30.mp3,outputs\elevenlabs\Tamil\tamil_30.mp3,4,4,4,4
elevenlabs,tamil_31.mp3,outputs\elevenlabs\Tamil\tamil_31.mp3,4,4,3,4
elevenlabs,tamil_32.mp3,outputs\elevenlabs\Tamil\tamil_32.mp3,3,4,3,4
elevenlabs,tamil_33.mp3,outputs\elevenlabs\Tamil\tamil_33.mp3,3,4,3,4
elevenlabs,tamil_34.mp3,outputs\elevenlabs\Tamil\tamil_34.mp3,2,4,3,4
elevenlabs,tamil_35.mp3,outputs\elevenlabs\Tamil\tamil_35.mp3,2,4,3,4
elevenlabs,tamil_36.mp3,outputs\elevenlabs\Tamil\tamil_36.mp3,2,4,3,3
elevenlabs,tamil_37.mp3,outputs\elevenlabs\Tamil\tamil_37.mp3,1,4,2,2
elevenlabs,tamil_38.mp3,outputs\elevenlabs\Tamil\tamil_38.mp3,1,4,3,1
elevenlabs,tamil_39.mp3,outputs\elevenlabs\Tamil\tamil_39.mp3,2,4,3,2
elevenlabs,tamil_40.mp3,outputs\elevenlabs\Tamil\tamil_40.mp3,3,4,3,2
elevenlabs,tamil_41.mp3,outputs\elevenlabs\Tamil\tamil_41.mp3,3,4,3,1
elevenlabs,tamil_42.mp3,outputs\elevenlabs\Tamil\tamil_42.mp3,3,4,3,3
elevenlabs,tamil_43.mp3,outputs\elevenlabs\Tamil\tamil_43.mp3,4,4,4,4
elevenlabs,tamil_44.mp3,outputs\elevenlabs\Tamil\tamil_44.mp3,4,4,4,4
elevenlabs,tamil_45.mp3,outputs\elevenlabs\Tamil\tamil_45.mp3,3,4,4,2
elevenlabs,tamil_46.mp3,outputs\elevenlabs\Tamil\tamil_46.mp3,3,4,3,3
elevenlabs,tamil_47.mp3,outputs\elevenlabs\Tamil\tamil_47.mp3,5,4,5,4
elevenlabs,tamil_48.mp3,outputs\elevenlabs\Tamil\tamil_48.mp3,5,5,4,5
elevenlabs,tamil_49.mp3,outputs\elevenlabs\Tamil\tamil_49.mp3,5,5,4,4
sarvam,tamil_40.wav,outputs\sarvam\Tamil\tamil_40.wav,5,3,4,4
sarvam,tamil_41.wav,outputs\sarvam\Tamil\tamil_41.wav,4,4,4,4
sarvam,tamil_42.wav,outputs\sarvam\Tamil\tamil_42.wav,5,4,5,4
sarvam,tamil_43.wav,outputs\sarvam\Tamil\tamil_43.wav,5,4,5,4
sarvam,tamil_44.wav,outputs\sarvam\Tamil\tamil_44.wav,5,5,5,5
sarvam,tamil_45.wav,outputs\sarvam\Tamil\tamil_45.wav,5,5,5,5
sarvam,tamil_46.wav,outputs\sarvam\Tamil\tamil_46.wav,5,5,5,5
sarvam,tamil_47.wav,outputs\sarvam\Tamil\tamil_47.wav,5,5,5,5
sarvam,tamil_48.wav,outputs\sarvam\Tamil\tamil_48.wav,5,5,5,5
sarvam,tamil_49.wav,outputs\sarvam\Tamil\tamil_49.wav,5,5,5,5
sarvam,malayalam_0.wav,outputs\sarvam\Malayalam\malayalam_0.wav,4,4,4,4
sarvam,malayalam_1.wav,outputs\sarvam\Malayalam\malayalam_1.wav,3,4,4,3
sarvam,malayalam_2.wav,outputs\sarvam\Malayalam\malayalam_2.wav,4,4,4,3
sarvam,malayalam_3.wav,outputs\sarvam\Malayalam\malayalam_3.wav,4,4,4,5
sarvam,malayalam_4.wav,outputs\sarvam\Malayalam\malayalam_4.wav,5,4,4,5
sarvam,malayalam_5.wav,outputs\sarvam\Malayalam\malayalam_5.wav,5,5,5,5
sarvam,malayalam_6.wav,outputs\sarvam\Malayalam\malayalam_6.wav,5,5,5,5
sarvam,malayalam_7.wav,outputs\sarvam\Malayalam\malayalam_7.wav,5,5,5,5
sarvam,malayalam_8.wav,outputs\sarvam\Malayalam\malayalam_8.wav,5,5,5,5
sarvam,malayalam_9.wav,outputs\sarvam\Malayalam\malayalam_9.wav,5,5,5,5
elevenlabs,malayalam_0.mp3,outputs\elevenlabs\Malayalam\malayalam_0.mp3,1,3,1,1
elevenlabs,malayalam_1.mp3,outputs\elevenlabs\Malayalam\malayalam_1.mp3,1,3,1,1
elevenlabs,malayalam_2.mp3,outputs\elevenlabs\Malayalam\malayalam_2.mp3,1,3,1,1
elevenlabs,malayalam_3.mp3,outputs\elevenlabs\Malayalam\malayalam_3.mp3,1,3,1,1
elevenlabs,malayalam_4.mp3,outputs\elevenlabs\Malayalam\malayalam_4.mp3,1,3,1,1
elevenlabs,malayalam_5.mp3,outputs\elevenlabs\Malayalam\malayalam_5.mp3,1,2,1,1
elevenlabs,malayalam_6.mp3,outputs\elevenlabs\Malayalam\malayalam_6.mp3,1,2,1,1
elevenlabs,malayalam_7.mp3,outputs\elevenlabs\Malayalam\malayalam_7.mp3,1,2,1,1
elevenlabs,malayalam_8.mp3,outputs\elevenlabs\Malayalam\malayalam_8.mp3,1,2,1,1
elevenlabs,malayalam_9.mp3,outputs\elevenlabs\Malayalam\malayalam_9.mp3,1,2,1,1
elevenlabs,english_83.mp3,outputs\elevenlabs\english\english_83.mp3,4,4,4,4
elevenlabs,english_84.mp3,outputs\elevenlabs\english\english_84.mp3,4,5,5,5
elevenlabs,english_85.mp3,outputs\elevenlabs\english\english_85.mp3,4,5,5,5
elevenlabs,english_86.mp3,outputs\elevenlabs\english\english_86.mp3,4,5,5,5
elevenlabs,english_87.mp3,outputs\elevenlabs\english\english_87.mp3,4,5,5,5
elevenlabs,english_88.mp3,outputs\elevenlabs\english\english_88.mp3,4,5,5,5
elevenlabs,english_89.mp3,outputs\elevenlabs\english\english_89.mp3,4,5,5,5
elevenlabs,english_90.mp3,outputs\elevenlabs\english\english_90.mp3,4,5,5,5
elevenlabs,english_91.mp3,outputs\elevenlabs\english\english_91.mp3,4,5,5,5
elevenlabs,english_92.mp3,outputs\elevenlabs\english\english_92.mp3,4,5,5,5
elevenlabs,english_93.mp3,outputs\elevenlabs\english\english_93.mp3,4,5,5,5
elevenlabs,english_94.mp3,outputs\elevenlabs\english\english_94.mp3,4,5,5,5
elevenlabs,english_95.mp3,outputs\elevenlabs\english\english_95.mp3,4,5,5,5
elevenlabs,english_96.mp3,outputs\elevenlabs\english\english_96.mp3,4,5,4,4
elevenlabs,english_97.mp3,outputs\elevenlabs\english\english_97.mp3,4,5,5,5
elevenlabs,english_98.mp3,outputs\elevenlabs\english\english_98.mp3,4,5,5,5
elevenlabs,english_99.mp3,outputs\elevenlabs\english\english_99.mp3,4,5,5,5
sarvam,english_83.wav,outputs\sarvam\english\english_83.wav,3,4,5,5
sarvam,english_84.wav,outputs\sarvam\english\english_84.wav,3,4,5,5
sarvam,english_85.wav,outputs\sarvam\english\english_85.wav,4,5,5,5
sarvam,english_86.wav,outputs\sarvam\english\english_86.wav,4,5,5,5
sarvam,english_87.wav,outputs\sarvam\english\english_87.wav,4,5,4,5
sarvam,english_88.wav,outputs\sarvam\english\english_88.wav,4,5,5,5
sarvam,english_89.wav,outputs\sarvam\english\english_89.wav,4,5,5,5
sarvam,english_90.wav,outputs\sarvam\english\english_90.wav,4,5,5,5
sarvam,english_91.wav,outputs\sarvam\english\english_91.wav,5,5,5,5
sarvam,english_92.wav,outputs\sarvam\english\english_92.wav,5,5,5,5
sarvam,english_93.wav,outputs\sarvam\english\english_93.wav,5,5,5,5
sarvam,english_94.wav,outputs\sarvam\english\english_94.wav,5,5,5,5
sarvam,english_95.wav,outputs\sarvam\english\english_95.wav,5,5,4,4
sarvam,english_96.wav,outputs\sarvam\english\english_96.wav,5,5,4,4
sarvam,english_97.wav,outputs\sarvam\english\english_97.wav,5,5,5,5
sarvam,english_98.wav,outputs\sarvam\english\english_98.wav,5,5,4,5
sarvam,english_99.wav,outputs\sarvam\english\english_99.wav,4,2,4,3
sarvam,english_100.wav,outputs\sarvam\english\english_100.wav,4,4,4,4
sarvam,malayalam_0.wav,outputs\sarvam\Malayalam\malayalam_0.wav,5,4,5,3
sarvam,malayalam_1.wav,outputs\sarvam\Malayalam\malayalam_1.wav,5,4,5,4
sarvam,malayalam_2.wav,outputs\sarvam\Malayalam\malayalam_2.wav,3,4,3,4
sarvam,malayalam_3.wav,outputs\sarvam\Malayalam\malayalam_3.wav,4,4,4,4
sarvam,malayalam_4.wav,outputs\sarvam\Malayalam\malayalam_4.wav,4,4,4,4
sarvam,malayalam_5.wav,outputs\sarvam\Malayalam\malayalam_5.wav,5,4,5,4
sarvam,malayalam_6.wav,outputs\sarvam\Malayalam\malayalam_6.wav,4,4,5,4
sarvam,malayalam_7.wav,outputs\sarvam\Malayalam\malayalam_7.wav,4,4,4,4
sarvam,malayalam_8.wav,outputs\sarvam\Malayalam\malayalam_8.wav,4,4,4,4
sarvam,malayalam_9.wav,outputs\sarvam\Malayalam\malayalam_9.wav,4,4,4,4
elevenlabs,malayalam_0.mp3,outputs\elevenlabs\Malayalam\malayalam_0.mp3,5,5,5,4
elevenlabs,malayalam_1.mp3,outputs\elevenlabs\Malayalam\malayalam_1.mp3,5,5,5,5
elevenlabs,malayalam_2.mp3,outputs\elevenlabs\Malayalam\malayalam_2.mp3,5,5,5,5
elevenlabs,malayalam_3.mp3,outputs\elevenlabs\Malayalam\malayalam_3.mp3,5,5,5,5
elevenlabs,malayalam_4.mp3,outputs\elevenlabs\Malayalam\malayalam_4.mp3,5,5,5,5
elevenlabs,malayalam_5.mp3,outputs\elevenlabs\Malayalam\malayalam_5.mp3,5,5,5,5
elevenlabs,malayalam_6.mp3,outputs\elevenlabs\Malayalam\malayalam_6.mp3,5,5,5,5
elevenlabs,malayalam_7.mp3,outputs\elevenlabs\Malayalam\malayalam_7.mp3,5,5,5,5
elevenlabs,malayalam_8.mp3,outputs\elevenlabs\Malayalam\malayalam_8.mp3,5,5,5,5
elevenlabs,malayalam_9.mp3,outputs\elevenlabs\Malayalam\malayalam_9.mp3,5,5,5,5
elevenlabs,kannada_0.mp3,outputs\elevenlabs\kannada\kannada_0.mp3,5,4,5,4
elevenlabs,kannada_1.mp3,outputs\elevenlabs\kannada\kannada_1.mp3,5,5,5,5
elevenlabs,kannada_2.mp3,outputs\elevenlabs\kannada\kannada_2.mp3,5,5,5,5
elevenlabs,kannada_3.mp3,outputs\elevenlabs\kannada\kannada_3.mp3,5,5,5,5
elevenlabs,kannada_4.mp3,outputs\elevenlabs\kannada\kannada_4.mp3,5,5,5,5
elevenlabs,kannada_5.mp3,outputs\elevenlabs\kannada\kannada_5.mp3,5,5,5,5
elevenlabs,kannada_6.mp3,outputs\elevenlabs\kannada\kannada_6.mp3,5,5,5,5
elevenlabs,kannada_7.mp3,outputs\elevenlabs\kannada\kannada_7.mp3,5,5,5,5
elevenlabs,kannada_8.mp3,outputs\elevenlabs\kannada\kannada_8.mp3,5,5,5,5
elevenlabs,kannada_9.mp3,outputs\elevenlabs\kannada\kannada_9.mp3,5,5,5,5
elevenlabs,kannada_10.mp3,outputs\elevenlabs\kannada\kannada_10.mp3,5,5,5,5
elevenlabs,kannada_11.mp3,outputs\elevenlabs\kannada\kannada_11.mp3,4,5,5,5
elevenlabs,kannada_12.mp3,outputs\elevenlabs\kannada\kannada_12.mp3,5,5,4,5
elevenlabs,kannada_13.mp3,outputs\elevenlabs\kannada\kannada_13.mp3,4,5,4,4
elevenlabs,kannada_14.mp3,outputs\elevenlabs\kannada\kannada_14.mp3,4,5,3,4
sarvam,kannada_0.wav,outputs\sarvam\kannada\kannada_0.wav,5,4,5,5
sarvam,kannada_1.wav,outputs\sarvam\kannada\kannada_1.wav,4,4,4,5
sarvam,kannada_2.wav,outputs\sarvam\kannada\kannada_2.wav,4,4,4,5
sarvam,kannada_3.wav,outputs\sarvam\kannada\kannada_3.wav,4,5,5,5
sarvam,kannada_4.wav,outputs\sarvam\kannada\kannada_4.wav,5,5,5,5
sarvam,kannada_5.wav,outputs\sarvam\kannada\kannada_5.wav,4,5,4,5
sarvam,kannada_6.wav,outputs\sarvam\kannada\kannada_6.wav,4,5,5,5
sarvam,kannada_7.wav,outputs\sarvam\kannada\kannada_7.wav,5,5,5,5
sarvam,kannada_8.wav,outputs\sarvam\kannada\kannada_8.wav,5,5,5,5
sarvam,kannada_9.wav,outputs\sarvam\kannada\kannada_9.wav,5,4,5,5
sarvam,kannada_10.wav,outputs\sarvam\kannada\kannada_10.wav,4,4,5,5
sarvam,kannada_11.wav,outputs\sarvam\kannada\kannada_11.wav,4,4,3,5
sarvam,kannada_12.wav,outputs\sarvam\kannada\kannada_12.wav,3,4,3,4
sarvam,kannada_13.wav,outputs\sarvam\kannada\kannada_13.wav,3,4,3,4
sarvam,kannada_14.wav,outputs\sarvam\kannada\kannada_14.wav,4,4,5,4
sarvam,kannada_15.wav,outputs\sarvam\kannada\kannada_15.wav,4,4,5,4
sarvam,kannada_16.wav,outputs\sarvam\kannada\kannada_16.wav,5,4,5,5
sarvam,kannada_17.wav,outputs\sarvam\kannada\kannada_17.wav,5,4,5,5
sarvam,kannada_18.wav,outputs\sarvam\kannada\kannada_18.wav,3,4,3,4
sarvam,kannada_19.wav,outputs\sarvam\kannada\kannada_19.wav,4,4,4,4
sarvam,kannada_20.wav,outputs\sarvam\kannada\kannada_20.wav,4,4,5,4
sarvam,kannada_21.wav,outputs\sarvam\kannada\kannada_21.wav,4,4,5,4
sarvam,kannada_22.wav,outputs\sarvam\kannada\kannada_22.wav,4,4,5,4
sarvam,kannada_23.wav,outputs\sarvam\kannada\kannada_23.wav,2,4,5,4
sarvam,kannada_24.wav,outputs\sarvam\kannada\kannada_24.wav,2,4,4,4
sarvam,kannada_25.wav,outputs\sarvam\kannada\kannada_25.wav,3,4,4,4
sarvam,kannada_26.wav,outputs\sarvam\kannada\kannada_26.wav,4,4,4,4
sarvam,kannada_27.wav,outputs\sarvam\kannada\kannada_27.wav,2,4,4,4
sarvam,kannada_28.wav,outputs\sarvam\kannada\kannada_28.wav,4,4,3,4
sarvam,kannada_29.wav,outputs\sarvam\kannada\kannada_29.wav,5,5,5,5
sarvam,kannada_30.wav,outputs\sarvam\kannada\kannada_30.wav,5,4,5,5
sarvam,kannada_31.wav,outputs\sarvam\kannada\kannada_31.wav,5,5,5,5
sarvam,kannada_32.wav,outputs\sarvam\kannada\kannada_32.wav,5,5,5,5
sarvam,kannada_33.wav,outputs\sarvam\kannada\kannada_33.wav,5,5,5,5
sarvam,kannada_34.wav,outputs\sarvam\kannada\kannada_34.wav,5,5,5,5
sarvam,kannada_35.wav,outputs\sarvam\kannada\kannada_35.wav,5,5,5,5
sarvam,kannada_36.wav,outputs\sarvam\kannada\kannada_36.wav,5,5,5,5
sarvam,kannada_37.wav,outputs\sarvam\kannada\kannada_37.wav,5,5,5,5
sarvam,kannada_38.wav,outputs\sarvam\kannada\kannada_38.wav,5,5,5,5
sarvam,kannada_39.wav,outputs\sarvam\kannada\kannada_39.wav,5,5,5,5
elevenlabs,kannada_15.mp3,outputs\elevenlabs\kannada\kannada_15.mp3,5,5,5,5
elevenlabs,kannada_16.mp3,outputs\elevenlabs\kannada\kannada_16.mp3,5,5,5,5
elevenlabs,kannada_17.mp3,outputs\elevenlabs\kannada\kannada_17.mp3,5,5,5,5
elevenlabs,kannada_18.mp3,outputs\elevenlabs\kannada\kannada_18.mp3,3,5,4,5
elevenlabs,kannada_19.mp3,outputs\elevenlabs\kannada\kannada_19.mp3,4,5,4,5
elevenlabs,kannada_20.mp3,outputs\elevenlabs\kannada\kannada_20.mp3,4,5,4,5
elevenlabs,kannada_21.mp3,outputs\elevenlabs\kannada\kannada_21.mp3,4,5,4,5
elevenlabs,kannada_22.mp3,outputs\elevenlabs\kannada\kannada_22.mp3,4,5,4,5
elevenlabs,kannada_23.mp3,outputs\elevenlabs\kannada\kannada_23.mp3,5,5,5,5
elevenlabs,kannada_24.mp3,outputs\elevenlabs\kannada\kannada_24.mp3,5,5,5,5
elevenlabs,kannada_25.mp3,outputs\elevenlabs\kannada\kannada_25.mp3,5,5,5,5
elevenlabs,kannada_26.mp3,outputs\elevenlabs\kannada\kannada_26.mp3,5,5,5,5
elevenlabs,kannada_27.mp3,outputs\elevenlabs\kannada\kannada_27.mp3,5,5,5,5
elevenlabs,kannada_28.mp3,outputs\elevenlabs\kannada\kannada_28.mp3,5,5,5,5
elevenlabs,kannada_29.mp3,outputs\elevenlabs\kannada\kannada_29.mp3,5,5,5,5
elevenlabs,kannada_30.mp3,outputs\elevenlabs\kannada\kannada_30.mp3,5,5,5,5
elevenlabs,kannada_31.mp3,outputs\elevenlabs\kannada\kannada_31.mp3,5,5,5,5
elevenlabs,kannada_32.mp3,outputs\elevenlabs\kannada\kannada_32.mp3,5,5,5,5
elevenlabs,kannada_33.mp3,outputs\elevenlabs\kannada\kannada_33.mp3,5,5,5,5
elevenlabs,kannada_34.mp3,outputs\elevenlabs\kannada\kannada_34.mp3,5,5,5,5
elevenlabs,kannada_35.mp3,outputs\elevenlabs\kannada\kannada_35.mp3,5,5,5,5
elevenlabs,kannada_36.mp3,outputs\elevenlabs\kannada\kannada_36.mp3,5,5,5,5
elevenlabs,kannada_37.mp3,outputs\elevenlabs\kannada\kannada_37.mp3,5,5,5,4
elevenlabs,kannada_38.mp3,outputs\elevenlabs\kannada\kannada_38.mp3,5,5,5,4
elevenlabs,kannada_39.mp3,outputs\elevenlabs\kannada\kannada_39.mp3,5,5,3,5
elevenlabs,kannada_40.mp3,outputs\elevenlabs\kannada\kannada_40.mp3,5,5,5,5
elevenlabs,kannada_41.mp3,outputs\elevenlabs\kannada\kannada_41.mp3,5,5,5,5
elevenlabs,kannada_42.mp3,outputs\elevenlabs\kannada\kannada_42.mp3,5,5,5,5
elevenlabs,kannada_43.mp3,outputs\elevenlabs\kannada\kannada_43.mp3,4,5,5,5
elevenlabs,kannada_44.mp3,outputs\elevenlabs\kannada\kannada_44.mp3,5,5,5,5
elevenlabs,kannada_45.mp3,outputs\elevenlabs\kannada\kannada_45.mp3,5,5,5,5
elevenlabs,kannada_46.mp3,outputs\elevenlabs\kannada\kannada_46.mp3,5,5,5,5
elevenlabs,kannada_47.mp3,outputs\elevenlabs\kannada\kannada_47.mp3,5,5,5,5
elevenlabs,kannada_48.mp3,outputs\elevenlabs\kannada\kannada_48.mp3,5,5,5,5
elevenlabs,kannada_49.mp3,outputs\elevenlabs\kannada\kannada_49.mp3,5,5,5,5
elevenlabs,kannada_50.mp3,outputs\elevenlabs\kannada\kannada_50.mp3,5,5,5,5
elevenlabs,kannada_51.mp3,outputs\elevenlabs\kannada\kannada_51.mp3,4,5,4,4
elevenlabs,kannada_52.mp3,outputs\elevenlabs\kannada\kannada_52.mp3,5,5,5,5
elevenlabs,kannada_53.mp3,outputs\elevenlabs\kannada\kannada_53.mp3,5,5,5,5
elevenlabs,kannada_54.mp3,outputs\elevenlabs\kannada\kannada_54.mp3,5,5,5,5
elevenlabs,kannada_55.mp3,outputs\elevenlabs\kannada\kannada_55.mp3,5,5,5,5
elevenlabs,kannada_56.mp3,outputs\elevenlabs\kannada\kannada_56.mp3,5,5,4,5
elevenlabs,kannada_57.mp3,outputs\elevenlabs\kannada\kannada_57.mp3,5,5,5,5
elevenlabs,kannada_58.mp3,outputs\elevenlabs\kannada\kannada_58.mp3,5,5,5,5
elevenlabs,kannada_59.mp3,outputs\elevenlabs\kannada\kannada_59.mp3,5,5,5,5
elevenlabs,kannada_60.mp3,outputs\elevenlabs\kannada\kannada_60.mp3,5,5,5,5
elevenlabs,kannada_61.mp3,outputs\elevenlabs\kannada\kannada_61.mp3,5,5,5,5
elevenlabs,kannada_62.mp3,outputs\elevenlabs\kannada\kannada_62.mp3,5,5,5,5
elevenlabs,kannada_63.mp3,outputs\elevenlabs\kannada\kannada_63.mp3,5,5,5,5
elevenlabs,kannada_64.mp3,outputs\elevenlabs\kannada\kannada_64.mp3,4,5,5,5
elevenlabs,kannada_65.mp3,outputs\elevenlabs\kannada\kannada_65.mp3,4,5,3,5
elevenlabs,kannada_66.mp3,outputs\elevenlabs\kannada\kannada_66.mp3,5,5,5,5
elevenlabs,kannada_67.mp3,outputs\elevenlabs\kannada\kannada_67.mp3,2,5,4,4
elevenlabs,kannada_68.mp3,outputs\elevenlabs\kannada\kannada_68.mp3,5,5,5,5
elevenlabs,kannada_69.mp3,outputs\elevenlabs\kannada\kannada_69.mp3,5,5,5,5
elevenlabs,kannada_70.mp3,outputs\elevenlabs\kannada\kannada_70.mp3,5,5,5,5
elevenlabs,kannada_71.mp3,outputs\elevenlabs\kannada\kannada_71.mp3,5,5,5,5
elevenlabs,kannada_72.mp3,outputs\elevenlabs\kannada\kannada_72.mp3,5,5,5,5
elevenlabs,kannada_73.mp3,outputs\elevenlabs\kannada\kannada_73.mp3,5,5,5,5
elevenlabs,kannada_74.mp3,outputs\elevenlabs\kannada\kannada_74.mp3,5,5,5,5
elevenlabs,kannada_75.mp3,outputs\elevenlabs\kannada\kannada_75.mp3,5,5,5,5
elevenlabs,kannada_76.mp3,outputs\elevenlabs\kannada\kannada_76.mp3,5,5,5,5
elevenlabs,kannada_77.mp3,outputs\elevenlabs\kannada\kannada_77.mp3,3,5,4,5
elevenlabs,kannada_78.mp3,outputs\elevenlabs\kannada\kannada_78.mp3,4,5,5,5
elevenlabs,kannada_79.mp3,outputs\elevenlabs\kannada\kannada_79.mp3,4,5,5,5
elevenlabs,kannada_80.mp3,outputs\elevenlabs\kannada\kannada_80.mp3,4,4,3,5
elevenlabs,kannada_81.mp3,outputs\elevenlabs\kannada\kannada_81.mp3,5,5,5,5
elevenlabs,kannada_82.mp3,outputs\elevenlabs\kannada\kannada_82.mp3,5,5,5,5
elevenlabs,kannada_83.mp3,outputs\elevenlabs\kannada\kannada_83.mp3,4,5,5,5
elevenlabs,kannada_84.mp3,outputs\elevenlabs\kannada\kannada_84.mp3,5,5,5,5
elevenlabs,kannada_85.mp3,outputs\elevenlabs\kannada\kannada_85.mp3,5,5,5,5
elevenlabs,kannada_86.mp3,outputs\elevenlabs\kannada\kannada_86.mp3,3,5,4,5
elevenlabs,kannada_87.mp3,outputs\elevenlabs\kannada\kannada_87.mp3,4,5,5,5
elevenlabs,kannada_88.mp3,outputs\elevenlabs\kannada\kannada_88.mp3,4,5,5,4
elevenlabs,kannada_89.mp3,outputs\elevenlabs\kannada\kannada_89.mp3,5,5,5,4
elevenlabs,kannada_90.mp3,outputs\elevenlabs\kannada\kannada_90.mp3,5,5,5,5
elevenlabs,kannada_91.mp3,outputs\elevenlabs\kannada\kannada_91.mp3,5,5,5,5
elevenlabs,kannada_92.mp3,outputs\elevenlabs\kannada\kannada_92.mp3,5,5,5,5
elevenlabs,kannada_93.mp3,outputs\elevenlabs\kannada\kannada_93.mp3,5,5,5,5
elevenlabs,kannada_94.mp3,outputs\elevenlabs\kannada\kannada_94.mp3,5,5,5,5
elevenlabs,kannada_95.mp3,outputs\elevenlabs\kannada\kannada_95.mp3,5,5,5,5
elevenlabs,kannada_96.mp3,outputs\elevenlabs\kannada\kannada_96.mp3,5,5,5,5
elevenlabs,kannada_97.mp3,outputs\elevenlabs\kannada\kannada_97.mp3,5,5,5,5
elevenlabs,kannada_98.mp3,outputs\elevenlabs\kannada\kannada_98.mp3,5,5,5,5
elevenlabs,kannada_99.mp3,outputs\elevenlabs\kannada\kannada_99.mp3,5,5,5,5
sarvam,kannada_40.wav,outputs\sarvam\kannada\kannada_40.wav,5,4,5,5
sarvam,kannada_41.wav,outputs\sarvam\kannada\kannada_41.wav,3,4,4,5
sarvam,kannada_42.wav,outputs\sarvam\kannada\kannada_42.wav,3,4,4,4
sarvam,kannada_43.wav,outputs\sarvam\kannada\kannada_43.wav,5,5,5,5
sarvam,kannada_44.wav,outputs\sarvam\kannada\kannada_44.wav,5,5,5,5
sarvam,kannada_45.wav,outputs\sarvam\kannada\kannada_45.wav,4,5,4,5
sarvam,kannada_46.wav,outputs\sarvam\kannada\kannada_46.wav,5,5,5,5
sarvam,kannada_47.wav,outputs\sarvam\kannada\kannada_47.wav,5,5,5,5
sarvam,kannada_48.wav,outputs\sarvam\kannada\kannada_48.wav,3,5,3,5
sarvam,kannada_49.wav,outputs\sarvam\kannada\kannada_49.wav,5,5,3,5
sarvam,kannada_50.wav,outputs\sarvam\kannada\kannada_50.wav,4,5,4,5
sarvam,kannada_51.wav,outputs\sarvam\kannada\kannada_51.wav,4,4,4,4
sarvam,kannada_52.wav,outputs\sarvam\kannada\kannada_52.wav,3,4,4,4
sarvam,kannada_53.wav,outputs\sarvam\kannada\kannada_53.wav,5,5,5,4
sarvam,kannada_54.wav,outputs\sarvam\kannada\kannada_54.wav,5,5,5,5
sarvam,kannada_55.wav,outputs\sarvam\kannada\kannada_55.wav,3,5,3,5
sarvam,kannada_56.wav,outputs\sarvam\kannada\kannada_56.wav,4,5,3,5
sarvam,kannada_57.wav,outputs\sarvam\kannada\kannada_57.wav,3,5,3,5
sarvam,kannada_58.wav,outputs\sarvam\kannada\kannada_58.wav,4,5,4,4
sarvam,kannada_59.wav,outputs\sarvam\kannada\kannada_59.wav,4,4,4,4
sarvam,kannada_60.wav,outputs\sarvam\kannada\kannada_60.wav,4,4,4,4
sarvam,kannada_62.wav,outputs\sarvam\kannada\kannada_62.wav,4,4,4,4
sarvam,kannada_64.wav,outputs\sarvam\kannada\kannada_64.wav,4,4,4,4
sarvam,kannada_65.wav,outputs\sarvam\kannada\kannada_65.wav,3,4,4,4
sarvam,kannada_66.wav,outputs\sarvam\kannada\kannada_66.wav,3,4,4,4
sarvam,kannada_67.wav,outputs\sarvam\kannada\kannada_67.wav,4,4,5,4
sarvam,kannada_68.wav,outputs\sarvam\kannada\kannada_68.wav,4,4,5,4
sarvam,kannada_69.wav,outputs\sarvam\kannada\kannada_69.wav,5,4,5,4
sarvam,kannada_70.wav,outputs\sarvam\kannada\kannada_70.wav,5,4,5,4
sarvam,kannada_71.wav,outputs\sarvam\kannada\kannada_71.wav,5,4,5,4
sarvam,kannada_72.wav,outputs\sarvam\kannada\kannada_72.wav,5,4,5,4
